"","Site","Knoll","year_month","Species","Abundance"
"1987","Katza","12","2018 b","Labroides dimidiatus",1
"1988","Katza","12","2018 b","Lethrinus nebulosus",1
"1989","Katza","12","2018 b","Meiacanthus nigrolineatus",2
"1990","Katza","12","2018 b","Nectamia annularis",2
"1991","Katza","12","2018 b","Ostorhinchus cyanosoma",45
"1992","Katza","12","2018 b","Ostorhinchus nigrofasciatus",3
"1993","Katza","12","2018 b","Pomacentrus sulfureus",2
"1994","Katza","12","2018 b","Pomacentrus trichrourus",19
"1995","Katza","12","2018 b","Pseudocheilinus hexataenia",2
"1996","Katza","12","2018 b","Pseudochromis olivaceus",1
"1997","Katza","12","2018 b","Sargocentron caudimaculatum",1
"1998","Katza","12","2018 b","Sargocentron diadema",1
"1999","Katza","12","2018 b","Scarus niger",1
"2000","Katza","12","2018 b","Sufflamen albicaudatum",1
"2001","Katza","12","2018 b","Thalassoma rueppellii",1
"2002","Katza","12","2020 b","Acanthurus nigrofuscus",2
"2003","Katza","12","2020 b","Amblyglyphidodon indicus",2
"2004","Katza","12","2020 b","Cephalopholis miniata",1
"2005","Katza","12","2020 b","Cheilodipterus novemstriatus",43
"2006","Katza","12","2020 b","Cheilodipterus quinquelineatus",2
"2007","Katza","12","2020 b","Chlorurus sordidus",5
"2008","Katza","12","2020 b","Chromis viridis",40
"2009","Katza","12","2020 b","Dascyllus trimaculatus",2
"2010","Katza","12","2020 b","Ecsenius frontalis",3
"2011","Katza","12","2020 b","Ecsenius nalolo",2
"2012","Katza","12","2020 b","Epinephelus fasciatus",3
"2013","Katza","12","2020 b","Eviota guttata",1
"2014","Katza","12","2020 b","Halichoeres marginatus",1
"2015","Katza","12","2020 b","Larabicus quadrilineatus",1
"2016","Katza","12","2020 b","Ostorhinchus cyanosoma",1
"2017","Katza","12","2020 b","Paracheilinus octotaenia",1
"2018","Katza","12","2020 b","Pomacentrus trichrourus",5
"2019","Katza","12","2020 b","Pseudocheilinus hexataenia",1
"2020","Katza","12","2020 b","Pseudochromis olivaceus",2
"2021","Katza","12","2020 b","Pycnochromis dimidiatus",2
"2022","Katza","12","2020 b","Sargocentron caudimaculatum",2
"2023","Katza","12","2020 b","Siganus rivulatus",2
"2024","Katza","12","2020 b","Stethojulis albovittata",1
"2025","Katza","12","2020 b","Thalassoma rueppellii",3
"2026","Katza","12","2020 b","Zebrasoma xanthurum",1
"2027","Katza","12","2021 a","Acanthurus nigrofuscus",1
"2028","Katza","12","2021 a","Amphiprion bicinctus",1
"2029","Katza","12","2021 a","Atrosalarias fuscus",1
"2030","Katza","12","2021 a","Chromis ternatensis",1
"2031","Katza","12","2021 a","Chromis viridis",5
"2032","Katza","12","2021 a","Chromis weberi",4
"2033","Katza","12","2021 a","Cirripectes castaneus",1
"2034","Katza","12","2021 a","Coris aygula",1
"2035","Katza","12","2021 a","Ctenochaetus striatus",1
"2036","Katza","12","2021 a","Dascyllus trimaculatus",3
"2037","Katza","12","2021 a","Ecsenius frontalis",6
"2038","Katza","12","2021 a","Ecsenius nalolo",3
"2039","Katza","12","2021 a","Epinephelus fasciatus",1
"2040","Katza","12","2021 a","Eviota guttata",4
"2041","Katza","12","2021 a","Eviota punyit",1
"2042","Katza","12","2021 a","Fusigobius neophytus",2
"2043","Katza","12","2021 a","Gomphosus caeruleus",3
"2044","Katza","12","2021 a","Istigobius decoratus",2
"2045","Katza","12","2021 a","Parapercis hexophtalma",1
"2046","Katza","12","2021 a","Plagiotremus townsendi",1
"2047","Katza","12","2021 a","Pomacentrus trichrourus",12
"2048","Katza","12","2021 a","Pseudocheilinus hexataenia",3
"2049","Katza","12","2021 a","Pseudochromis olivaceus",1
"2050","Katza","12","2021 a","Pycnochromis dimidiatus",7
"2051","Katza","12","2021 a","Sargocentron diadema",2
"2052","Katza","12","2021 a","Thalassoma rueppellii",14
"2053","Katza","12","2022 b","Acanthurus nigrofuscus",1
"2054","Katza","12","2022 b","Alloblennius pictus",1
"2055","Katza","12","2022 b","Amblyglyphidodon indicus",6
"2056","Katza","12","2022 b","Canthigaster margaritata",1
"2057","Katza","12","2022 b","Cheilodipterus quinquelineatus",2
"2058","Katza","12","2022 b","Cirripectes castaneus",1
"2059","Katza","12","2022 b","Ctenochaetus striatus",1
"2060","Katza","12","2022 b","Dascyllus trimaculatus",3
"2061","Katza","12","2022 b","Ecsenius nalolo",3
"2062","Katza","12","2022 b","Eviota guttata",2
"2063","Katza","12","2022 b","Eviota punyit",9
"2064","Katza","12","2022 b","Gobiodon reticulatus",4
"2065","Katza","12","2022 b","Gobiodon rivulatus",1
"2066","Katza","12","2022 b","Myripristis murdjan",3
"2067","Katza","12","2022 b","Pomacentrus sulfureus",1
"2068","Katza","12","2022 b","Pomacentrus trichrourus",10
"2069","Katza","12","2022 b","Pseudocheilinus hexataenia",3
"2070","Katza","12","2022 b","Pseudochromis olivaceus",4
"2071","Katza","12","2022 b","Pycnochromis dimidiatus",6
"2072","Katza","12","2022 b","Sargocentron caudimaculatum",2
"2073","Katza","12","2022 b","Stegastes lacrymatus",1
"2074","Katza","12","2022 b","Thalassoma rueppellii",5
"2075","Katza","12","2022 b","Zebrasoma xanthurum",1
"2076","Katza","14","2018 b","Atrosalarias fuscus",1
"2077","Katza","14","2018 b","Chaetodon paucifasciatus",2
"2078","Katza","14","2018 b","Corythoichthys flavofasciatus",1
"2079","Katza","14","2018 b","Ctenochaetus striatus",2
"2080","Katza","14","2018 b","Ecsenius frontalis",3
"2081","Katza","14","2018 b","Ecsenius gravieri",1
"2082","Katza","14","2018 b","Nectamia zebrina",1
"2083","Katza","14","2018 b","Ostorhinchus cyanosoma",22
"2084","Katza","14","2018 b","Pomacentrus sulfureus",1
"2085","Katza","14","2018 b","Pomacentrus trichrourus",15
"2086","Katza","14","2018 b","Sargocentron diadema",1
"2087","Katza","14","2018 b","Thalassoma rueppellii",2
"2088","Katza","14","2020 b","Acanthurus nigrofuscus",2
"2089","Katza","14","2020 b","Cheilodipterus novemstriatus",16
"2090","Katza","14","2020 b","Cheilodipterus quinquelineatus",3
"2091","Katza","14","2020 b","Chlorurus sordidus",2
"2092","Katza","14","2020 b","Ecsenius aroni",1
"2093","Katza","14","2020 b","Epinephelus fasciatus",1
"2094","Katza","14","2020 b","Eviota guttata",6
"2095","Katza","14","2020 b","Gnatholepis anjerensis",1
"2096","Katza","14","2020 b","Gobiodon reticulatus",1
"2097","Katza","14","2020 b","Gomphosus caeruleus",4
"2098","Katza","14","2020 b","Gymnothorax griseus",1
"2099","Katza","14","2020 b","Istigobius decoratus",5
"2100","Katza","14","2020 b","Lethrinus borbonicus",3
"2101","Katza","14","2020 b","Ostorhinchus cyanosoma",8
"2102","Katza","14","2020 b","Pomacentrus trichrourus",3
"2103","Katza","14","2020 b","Thalassoma rueppellii",13
"2104","Katza","14","2020 b","Zebrasoma xanthurum",1
"2105","Katza","14","2021 a","Acanthurus nigrofuscus",2
"2106","Katza","14","2021 a","Ecsenius frontalis",2
"2107","Katza","14","2021 a","Epinephelus fasciatus",1
"2108","Katza","14","2021 a","Eviota guttata",1
"2109","Katza","14","2021 a","Meiacanthus nigrolineatus",1
"2110","Katza","14","2021 a","Ostorhinchus nigrofasciatus",1
"2111","Katza","14","2021 a","Pomacentrus trichrourus",9
"2112","Katza","14","2021 a","Pseudocheilinus hexataenia",1
"2113","Katza","14","2021 a","Pseudochromis olivaceus",1
"2114","Katza","14","2021 a","Thalassoma rueppellii",7
"2115","Katza","14","2022 b","Acanthurus nigrofuscus",1
"2116","Katza","14","2022 b","Amblyglyphidodon indicus",1
"2117","Katza","14","2022 b","Coris caudimacula",1
"2118","Katza","14","2022 b","Dascyllus trimaculatus",2
"2119","Katza","14","2022 b","Epinephelus fasciatus",1
"2120","Katza","14","2022 b","Eviota guttata",3
"2121","Katza","14","2022 b","Gnatholepis anjerensis",3
"2122","Katza","14","2022 b","Grammistes sexlineatus",1
"2123","Katza","14","2022 b","Monotaxis grandoculis",1
"2124","Katza","14","2022 b","Pomacentrus sulfureus",1
"2125","Katza","14","2022 b","Pomacentrus trichrourus",5
"2126","Katza","14","2022 b","Pseudochromis olivaceus",3
"2127","Katza","14","2022 b","Sufflamen albicaudatum",1
"2128","Katza","14","2022 b","Thalassoma rueppellii",4
"2129","Katza","15","2018 b","Chaetodon auriga",2
"2130","Katza","15","2018 b","Cheilodipterus novemstriatus",3
"2131","Katza","15","2018 b","Chromis flavaxilla",4
"2132","Katza","15","2018 b","Dascyllus trimaculatus",1
"2133","Katza","15","2018 b","Ecsenius aroni",2
"2134","Katza","15","2018 b","Neopomacentrus miryae",22
"2135","Katza","15","2018 b","Ostorhinchus cyanosoma",81
"2136","Katza","15","2018 b","Pomacentrus trichrourus",3
"2137","Katza","15","2018 b","Pseudanthias squamipinnis",14
"2138","Katza","15","2018 b","Pycnochromis dimidiatus",5
"2139","Katza","15","2018 b","Sargocentron caudimaculatum",2
"2140","Katza","15","2018 b","Scarus fuscopurpureus",1
"2141","Katza","15","2018 b","Thalassoma rueppellii",1
"2142","Katza","15","2018 b","Zebrasoma desjardinii",1
"2143","Katza","15","2020 b","Acanthurus nigrofuscus",2
"2144","Katza","15","2020 b","Amblyglyphidodon indicus",12
"2145","Katza","15","2020 b","Centropyge multispinis",1
"2146","Katza","15","2020 b","Cheilodipterus novemstriatus",60
"2147","Katza","15","2020 b","Cheilodipterus quinquelineatus",35
"2148","Katza","15","2020 b","Corythoichthys flavofasciatus",1
"2149","Katza","15","2020 b","Ecsenius aroni",1
"2150","Katza","15","2020 b","Ecsenius nalolo",4
"2151","Katza","15","2020 b","Epinephelus fasciatus",1
"2152","Katza","15","2020 b","Eviota guttata",3
"2153","Katza","15","2020 b","Gobiodon reticulatus",2
"2154","Katza","15","2020 b","Gobiodon rivulatus",2
"2155","Katza","15","2020 b","Gomphosus caeruleus",2
"2156","Katza","15","2020 b","Istigobius decoratus",10
"2157","Katza","15","2020 b","Ostorhinchus cyanosoma",12
"2158","Katza","15","2020 b","Ostracion cubicum",1
"2159","Katza","15","2020 b","Oxymonacanthus halli",1
"2160","Katza","15","2020 b","Pomacentrus sulfureus",1
"2161","Katza","15","2020 b","Pseudanthias squamipinnis",14
"2162","Katza","15","2020 b","Pseudochromis olivaceus",5
"2163","Katza","15","2020 b","Pycnochromis dimidiatus",2
"2164","Katza","15","2020 b","Sargocentron caudimaculatum",1
"2165","Katza","15","2020 b","Sargocentron diadema",1
"2166","Katza","15","2020 b","Thalassoma rueppellii",3
"2167","Katza","15","2020 b","Trimma barralli",2
"2168","Katza","15","2021 a","Centropyge multispinis",1
"2169","Katza","15","2021 a","Chaetodon paucifasciatus",1
"2170","Katza","15","2021 a","Chromis viridis",20
"2171","Katza","15","2021 a","Coris aygula",4
"2172","Katza","15","2021 a","Ctenochaetus striatus",1
"2173","Katza","15","2021 a","Cyclichthys spilostylus",1
"2174","Katza","15","2021 a","Neopomacentrus miryae",20
"2175","Katza","15","2021 a","Ostorhinchus cyanosoma",350
"2176","Katza","15","2021 a","Ostorhinchus fleurieu",6
"2177","Katza","15","2021 a","Parupeneus cyclostomus",1
"2178","Katza","15","2021 a","Pomacentrus trichrourus",15
"2179","Katza","15","2021 a","Pseudanthias squamipinnis",17
"2180","Katza","15","2021 a","Pseudocheilinus hexataenia",3
"2181","Katza","15","2021 a","Pycnochromis dimidiatus",1
"2182","Katza","15","2021 a","Sargocentron caudimaculatum",1
"2183","Katza","15","2021 a","Synodus variegatus",1
"2184","Katza","15","2021 a","Thalassoma rueppellii",19
"2185","Katza","15","2021 a","Zebrasoma xanthurum",1
"2186","Katza","15","2022 b","Acanthurus nigrofuscus",1
"2187","Katza","15","2022 b","Amblyglyphidodon indicus",33
"2188","Katza","15","2022 b","Centropyge multispinis",1
"2189","Katza","15","2022 b","Cephalopholis hemistiktos",1
"2190","Katza","15","2022 b","Cheilodipterus novemstriatus",15
"2191","Katza","15","2022 b","Cheilodipterus quinquelineatus",6
"2192","Katza","15","2022 b","Chromis flavaxilla",2
"2193","Katza","15","2022 b","Eviota guttata",2
"2194","Katza","15","2022 b","Gobiodon citrinus",2
"2195","Katza","15","2022 b","Istigobius decoratus",5
"2196","Katza","15","2022 b","Myripristis murdjan",1
"2197","Katza","15","2022 b","Pomacentrus trichrourus",3
"2198","Katza","15","2022 b","Pseudanthias squamipinnis",16
"2199","Katza","15","2022 b","Pseudocheilinus hexataenia",2
"2200","Katza","15","2022 b","Pseudochromis olivaceus",3
"2201","Katza","15","2022 b","Pycnochromis dimidiatus",1
"2202","Katza","15","2022 b","Thalassoma rueppellii",8
"2203","Katza","16","2018 b","Acanthurus nigrofuscus",8
"2204","Katza","16","2018 b","Amblyglyphidodon indicus",8
"2205","Katza","16","2018 b","Amphiprion bicinctus",1
"2206","Katza","16","2018 b","Centropyge multispinis",1
"2207","Katza","16","2018 b","Cephalopholis hemistiktos",1
"2208","Katza","16","2018 b","Cheilodipterus novemstriatus",8
"2209","Katza","16","2018 b","Cheilodipterus quinquelineatus",5
"2210","Katza","16","2018 b","Cirripectes castaneus",4
"2211","Katza","16","2018 b","Corythoichthys flavofasciatus",3
"2212","Katza","16","2018 b","Dascyllus trimaculatus",4
"2213","Katza","16","2018 b","Ecsenius frontalis",3
"2214","Katza","16","2018 b","Ecsenius nalolo",4
"2215","Katza","16","2018 b","Exallias brevis",2
"2216","Katza","16","2018 b","Gnatholepis anjerensis",2
"2217","Katza","16","2018 b","Gobiodon citrinus",1
"2218","Katza","16","2018 b","Meiacanthus nigrolineatus",2
"2219","Katza","16","2018 b","Myripristis murdjan",4
"2220","Katza","16","2018 b","Neoglyphidodon melas",2
"2221","Katza","16","2018 b","Ostorhinchus cyanosoma",139
"2222","Katza","16","2018 b","Ostorhinchus nigrofasciatus",1
"2223","Katza","16","2018 b","Ostracion cubicum",3
"2224","Katza","16","2018 b","Pomacentrus trichrourus",10
"2225","Katza","16","2018 b","Pseudanthias squamipinnis",6
"2226","Katza","16","2018 b","Pseudochromis olivaceus",1
"2227","Katza","16","2018 b","Pterois radiata",1
"2228","Katza","16","2018 b","Sargocentron diadema",2
"2229","Katza","16","2018 b","Scarus fuscopurpureus",2
"2230","Katza","16","2018 b","Thalassoma rueppellii",5
"2231","Katza","16","2018 b","Zebrasoma desjardinii",2
"2232","Katza","16","2018 b","Zebrasoma xanthurum",1
"2233","Katza","16","2020 b","Abudefduf vaigiensis",1
"2234","Katza","16","2020 b","Acanthurus nigrofuscus",12
"2235","Katza","16","2020 b","Chaetodon austriacus",1
"2236","Katza","16","2020 b","Chaetodon fasciatus",2
"2237","Katza","16","2020 b","Cheilodipterus macrodon",1
"2238","Katza","16","2020 b","Cheilodipterus novemstriatus",1
"2239","Katza","16","2020 b","Cheilodipterus quinquelineatus",9
"2240","Katza","16","2020 b","Ctenochaetus striatus",4
"2241","Katza","16","2020 b","Dascyllus trimaculatus",3
"2242","Katza","16","2020 b","Ecsenius nalolo",4
"2243","Katza","16","2020 b","Epinephelus fasciatus",2
"2244","Katza","16","2020 b","Eviota guttata",1
"2245","Katza","16","2020 b","Istigobius decoratus",7
"2246","Katza","16","2020 b","Myripristis murdjan",2
"2247","Katza","16","2020 b","Ostorhinchus cyanosoma",29
"2248","Katza","16","2020 b","Parupeneus forsskali",2
"2249","Katza","16","2020 b","Parupeneus macronemus",3
"2250","Katza","16","2020 b","Pomacentrus trichrourus",2
"2251","Katza","16","2020 b","Pseudanthias squamipinnis",3
"2252","Katza","16","2020 b","Pseudochromis olivaceus",1
"2253","Katza","16","2020 b","Pterois miles",1
"2254","Katza","16","2020 b","Pterois radiata",1
"2255","Katza","16","2020 b","Sargocentron diadema",1
"2256","Katza","16","2020 b","Scarus fuscopurpureus",3
"2257","Katza","16","2020 b","Scarus niger",1
"2258","Katza","16","2020 b","Scolopsis ghanam",2
"2259","Katza","16","2020 b","Sebastapistes cyanostigma",2
"2260","Katza","16","2020 b","Synodus variegatus",1
"2261","Katza","16","2020 b","Thalassoma rueppellii",5
"2262","Katza","16","2020 b","Zebrasoma xanthurum",10
"2263","Katza","16","2021 a","Abudefduf vaigiensis",20
"2264","Katza","16","2021 a","Acanthurus nigrofuscus",10
"2265","Katza","16","2021 a","Chaetodon austriacus",4
"2266","Katza","16","2021 a","Chaetodon fasciatus",4
"2267","Katza","16","2021 a","Chaetodon trifascialis",2
"2268","Katza","16","2021 a","Chromis weberi",2
"2269","Katza","16","2021 a","Cirripectes castaneus",2
"2270","Katza","16","2021 a","Ctenochaetus striatus",2
"2271","Katza","16","2021 a","Dascyllus trimaculatus",6
"2272","Katza","16","2021 a","Ecsenius frontalis",6
"2273","Katza","16","2021 a","Ecsenius nalolo",4
"2274","Katza","16","2021 a","Epinephelus fasciatus",2
"2275","Katza","16","2021 a","Myripristis murdjan",6
"2276","Katza","16","2021 a","Ostorhinchus nigrofasciatus",4
"2277","Katza","16","2021 a","Parupeneus macronemus",2
"2278","Katza","16","2021 a","Pomacentrus trichrourus",8
"2279","Katza","16","2021 a","Pseudanthias squamipinnis",4
"2280","Katza","16","2021 a","Pseudochromis olivaceus",2
"2281","Katza","16","2021 a","Scarus ferrugineus",2
"2282","Katza","16","2021 a","Scarus niger",2
"2283","Katza","16","2021 a","Sebastapistes cyanostigma",2
"2284","Katza","16","2021 a","Siganus luridus",2
"2285","Katza","16","2021 a","Synodus variegatus",2
"2286","Katza","16","2021 a","Thalassoma rueppellii",10
"2287","Katza","16","2021 a","Tripterygiidae sp.",2
"2288","Katza","16","2021 a","Zebrasoma xanthurum",16
"2289","Katza","16","2022 b","Abudefduf vaigiensis",3
"2290","Katza","16","2022 b","Acanthurus nigrofuscus",1
"2291","Katza","16","2022 b","Alloblennius pictus",2
"2292","Katza","16","2022 b","Chaetodon auriga",1
"2293","Katza","16","2022 b","Cheilodipterus novemstriatus",19
"2294","Katza","16","2022 b","Dascyllus trimaculatus",4
"2295","Katza","16","2022 b","Epinephelus fasciatus",1
"2296","Katza","16","2022 b","Eviota guttata",2
"2297","Katza","16","2022 b","Eviota prasina",1
"2298","Katza","16","2022 b","Gnatholepis anjerensis",2
"2299","Katza","16","2022 b","Istigobius decoratus",12
"2300","Katza","16","2022 b","Myripristis murdjan",3
"2301","Katza","16","2022 b","Ostorhinchus cyanosoma",7
"2302","Katza","16","2022 b","Pomacentrus sulfureus",3
"2303","Katza","16","2022 b","Pomacentrus trichrourus",3
"2304","Katza","16","2022 b","Pseudanthias squamipinnis",1
"2305","Katza","16","2022 b","Sargocentron rubrum",1
"2306","Katza","16","2022 b","Thalassoma rueppellii",1
"2307","Katza","16","2022 b","Zebrasoma xanthurum",3
"2308","Katza","17","2018 b","Abudefduf vaigiensis",4
"2309","Katza","17","2018 b","Acanthurus nigrofuscus",7
"2310","Katza","17","2018 b","Amblyglyphidodon indicus",2
"2311","Katza","17","2018 b","Atrosalarias fuscus",1
"2312","Katza","17","2018 b","Canthigaster margaritata",1
"2313","Katza","17","2018 b","Chaetodon paucifasciatus",3
"2314","Katza","17","2018 b","Cheilodipterus quinquelineatus",2
"2315","Katza","17","2018 b","Cirripectes castaneus",4
"2316","Katza","17","2018 b","Dascyllus trimaculatus",2
"2317","Katza","17","2018 b","Diplodus noct",1
"2318","Katza","17","2018 b","Ecsenius gravieri",2
"2319","Katza","17","2018 b","Epinephelus fasciatus",1
"2320","Katza","17","2018 b","Gerres oyena",1
"2321","Katza","17","2018 b","Istigobius decoratus",3
"2322","Katza","17","2018 b","Labroides dimidiatus",1
"2323","Katza","17","2018 b","Meiacanthus nigrolineatus",3
"2324","Katza","17","2018 b","Ostorhinchus cyanosoma",34
"2325","Katza","17","2018 b","Ostracion cubicum",1
"2326","Katza","17","2018 b","Oxymonacanthus halli",1
"2327","Katza","17","2018 b","Plagiotremus townsendi",1
